                       STATION NAME                  DATE           PRCP      TMAX      TMIN
                                  SCOTTSBORO AL      2018 03 09     0.00      40.46     36.32
                                  SCOTTSBORO AL      2018 03 10     0.00      42.62     36.68
                                  SCOTTSBORO AL      2018 03 13     0.00      41.72     37.22
                                  SCOTTSBORO AL      2018 03 14     0.00      42.08     37.22
                                  SCOTTSBORO AL      2018 03 15     0.00      41.36     36.86
                                  SCOTTSBORO AL      2018 03 16     0.00      44.24     36.86
                                  SCOTTSBORO AL      2018 03 17     0.00      44.60     38.84
                                  SCOTTSBORO AL      2018 03 18     0.21      45.86     40.64
                                  SCOTTSBORO AL      2018 03 19     0.10      43.88     40.64
                                  SCOTTSBORO AL      2018 03 20     0.28      43.52     41.00
                                  SCOTTSBORO AL      2018 03 21     0.00      42.08     38.48
                                  SCOTTSBORO AL      2018 03 22     0.00      41.36     37.22
                                  SCOTTSBORO AL      2018 03 23     0.00      42.80     37.22
                                  SCOTTSBORO AL      2018 03 24     0.00      43.34     39.02
                                  SCOTTSBORO AL      2018 03 25     0.05      44.42     40.82
                                  SCOTTSBORO AL      2018 03 26     0.00      43.16     40.46
                                  SCOTTSBORO AL      2018 03 27     0.00      41.36     40.28
                                  SCOTTSBORO AL      2018 03 28     0.00      43.16     40.46
                                  SCOTTSBORO AL      2018 03 29     0.00      45.68     40.64
                                  SCOTTSBORO AL      2018 03 30     0.80      45.32     41.36
                                  SCOTTSBORO AL      2018 03 31     0.00      43.16     38.30
                               WINFIELD 2 SW AL      2018 03 01     0.33      45.32     42.08
                               WINFIELD 2 SW AL      2018 03 02     0.28      42.98     38.48
                               WINFIELD 2 SW AL      2018 03 03     0.00      42.62     37.58
                               WINFIELD 2 SW AL      2018 03 04     0.00      43.88     38.84
                               WINFIELD 2 SW AL      2018 03 05     0.16      44.96     39.92
                               WINFIELD 2 SW AL      2018 03 06     0.20      43.52     37.22
                               WINFIELD 2 SW AL      2018 03 07     0.00      43.70     38.30
                               WINFIELD 2 SW AL      2018 03 08     0.00      41.00     37.04
                               WINFIELD 2 SW AL      2018 03 09     0.00      41.36     36.50
                               WINFIELD 2 SW AL      2018 03 10     0.00      43.70     36.86
                               WINFIELD 2 SW AL      2018 03 11     1.10      42.80     40.28
                               WINFIELD 2 SW AL      2018 03 12     0.00      42.62     38.66
                               WINFIELD 2 SW AL      2018 03 13     0.00      41.90     37.04
                               WINFIELD 2 SW AL      2018 03 14     0.00      42.08     37.04
                               WINFIELD 2 SW AL      2018 03 15     0.00      41.72     36.68
                               WINFIELD 2 SW AL      2018 03 16     0.00      44.24     36.68
                               WINFIELD 2 SW AL      2018 03 17     0.66      43.16     38.84
                               WINFIELD 2 SW AL      2018 03 18     0.12      45.86     41.72
                               WINFIELD 2 SW AL      2018 03 19     0.05      43.88     41.72
                               WINFIELD 2 SW AL      2018 03 20     0.04      45.68     40.82
                               WINFIELD 2 SW AL      2018 03 21     0.00      41.54     37.94
                               WINFIELD 2 SW AL      2018 03 22     0.00      41.72     37.04
                               WINFIELD 2 SW AL      2018 03 23     0.00      43.16     37.04
                               WINFIELD 2 SW AL      2018 03 24     0.00      44.42     39.74
                               WINFIELD 2 SW AL      2018 03 25     0.00      45.32     41.36
                               WINFIELD 2 SW AL      2018 03 26     0.00      45.32     41.36
                               WINFIELD 2 SW AL      2018 03 27     0.00      41.90     40.82
                               WINFIELD 2 SW AL      2018 03 28     0.00      43.88     40.82
                               WINFIELD 2 SW AL      2018 03 29     0.18      45.68     43.16
                               WINFIELD 2 SW AL      2018 03 30     0.88      43.34     41.00
                               WINFIELD 2 SW AL      2018 03 31     0.00      43.52     38.12
                                      VERNON AL      2018 03 01     0.32      45.86     42.44
                                      VERNON AL      2018 03 02     0.32      43.52     39.02
                                      VERNON AL      2018 03 06     0.51      45.14     41.18
                                      VERNON AL      2018 03 07     0.00      44.42     38.66
                                      VERNON AL      2018 03 08     0.00      44.24     37.40
                                      VERNON AL      2018 03 09     0.00      41.90     37.04
                                      VERNON AL      2018 03 13     0.00      42.80     37.22
                                      VERNON AL      2018 03 14     0.00      42.44     37.22
                                      VERNON AL      2018 03 15     0.00      42.80     37.04
                                      VERNON AL      2018 03 16     0.00      44.60     39.02
                                      VERNON AL      2018 03 20     0.01      45.86     41.00
                                      VERNON AL      2018 03 21     0.02      42.62     38.12
                                      VERNON AL      2018 03 23     0.00      43.70     39.20
                                      VERNON AL      2018 03 26     0.00      45.50     41.36
                                      VERNON AL      2018 03 27     0.00      41.90     41.18
                                      VERNON AL      2018 03 28     0.00      44.60     41.36
                                      VERNON AL      2018 03 29     0.39      46.04     43.16
                               NORTHPORT 2 S AL      2018 03 01     0.43      44.42     41.54
                               NORTHPORT 2 S AL      2018 03 02     0.00      43.52     39.02
                               NORTHPORT 2 S AL      2018 03 03     0.00      44.42     37.94
                               NORTHPORT 2 S AL      2018 03 04     0.00      45.14     38.30
                               NORTHPORT 2 S AL      2018 03 05     0.76      44.78     40.82
                               NORTHPORT 2 S AL      2018 03 06     0.52      44.42     40.46
                               NORTHPORT 2 S AL      2018 03 07     0.00      41.36     38.66
                               NORTHPORT 2 S AL      2018 03 08     0.00      41.90     37.58
                               NORTHPORT 2 S AL      2018 03 09     0.00      43.88     37.40
                               NORTHPORT 2 S AL      2018 03 10     0.03      45.14     40.28
                               NORTHPORT 2 S AL      2018 03 11     1.28      43.16     40.46
                               NORTHPORT 2 S AL      2018 03 12     0.00      42.44     39.20
                               NORTHPORT 2 S AL      2018 03 13     0.00      42.62     37.76
                               NORTHPORT 2 S AL      2018 03 14     0.00      42.26     37.58
                               NORTHPORT 2 S AL      2018 03 15     0.00      44.78     37.22
                               NORTHPORT 2 S AL      2018 03 16     0.11      43.16     39.56
                               NORTHPORT 2 S AL      2018 03 17     0.00      46.58     42.80
                               NORTHPORT 2 S AL      2018 03 18     0.13      44.96     42.08
                               NORTHPORT 2 S AL      2018 03 19     0.00      46.22     42.80
                               NORTHPORT 2 S AL      2018 03 20     0.00      43.88     39.20
                               NORTHPORT 2 S AL      2018 03 21     0.00      42.62     38.66
                               NORTHPORT 2 S AL      2018 03 22     0.00      43.70     37.76
                               NORTHPORT 2 S AL      2018 03 23     0.00      44.78     39.02
                               NORTHPORT 2 S AL      2018 03 24     0.00      46.22     42.08
                               NORTHPORT 2 S AL      2018 03 25     0.00      46.40     42.62
                               NORTHPORT 2 S AL      2018 03 26     0.00      42.62     41.36
                               NORTHPORT 2 S AL      2018 03 27     0.00      44.78     41.00
                               NORTHPORT 2 S AL      2018 03 28     0.00      46.40     43.16
                               NORTHPORT 2 S AL      2018 03 29     0.76      44.96     42.44
                               NORTHPORT 2 S AL      2018 03 30     0.00      44.06     39.92
                               NORTHPORT 2 S AL      2018 03 31     0.00      45.14     38.84
                           HIGHLAND HOME 2 S AL      2018 03 01     0.04      46.40     41.90
                           HIGHLAND HOME 2 S AL      2018 03 02     0.00      43.70     40.10
                           HIGHLAND HOME 2 S AL      2018 03 03     0.00      44.24     39.02
                           HIGHLAND HOME 2 S AL      2018 03 04     0.00      44.60     39.56
                           HIGHLAND HOME 2 S AL      2018 03 05     0.00      45.14     40.82
                           HIGHLAND HOME 2 S AL      2018 03 06     0.86      43.52     40.82
                           HIGHLAND HOME 2 S AL      2018 03 07     0.00      41.72     38.66
                           HIGHLAND HOME 2 S AL      2018 03 08     0.00      41.90     37.94
                           HIGHLAND HOME 2 S AL      2018 03 09     0.00      43.34     38.30
                           HIGHLAND HOME 2 S AL      2018 03 10     0.00      44.78     39.38
                           HIGHLAND HOME 2 S AL      2018 03 11     0.58      42.98     41.36
                           HIGHLAND HOME 2 S AL      2018 03 12     0.00      42.26     39.02
                           HIGHLAND HOME 2 S AL      2018 03 13     0.00      42.26     37.76
                           HIGHLAND HOME 2 S AL      2018 03 15     0.00      43.88     39.02
                           HIGHLAND HOME 2 S AL      2018 03 16     0.00      44.06     40.28
                           HIGHLAND HOME 2 S AL      2018 03 17     0.00      46.22     42.26
                           HIGHLAND HOME 2 S AL      2018 03 18     0.36      45.32     43.34
                           HIGHLAND HOME 2 S AL      2018 03 19     0.00      45.86     43.34
                           HIGHLAND HOME 2 S AL      2018 03 20     0.00      44.42     40.28
                           HIGHLAND HOME 2 S AL      2018 03 21     0.00      42.44     39.02
                           HIGHLAND HOME 2 S AL      2018 03 22     0.00      42.98     38.48
                           HIGHLAND HOME 2 S AL      2018 03 23     0.00      44.60     40.46
                           HIGHLAND HOME 2 S AL      2018 03 24     0.00      45.68     41.00
                           HIGHLAND HOME 2 S AL      2018 03 25     0.45      46.40     41.54
                           HIGHLAND HOME 2 S AL      2018 03 26     0.10      41.72     40.64
                           HIGHLAND HOME 2 S AL      2018 03 27     0.00      44.78     40.46
                           HIGHLAND HOME 2 S AL      2018 03 28     0.00      45.68     42.26
                           HIGHLAND HOME 2 S AL      2018 03 29     0.93      45.68     42.44
                           HIGHLAND HOME 2 S AL      2018 03 30     0.00      43.88     41.00
                           HIGHLAND HOME 2 S AL      2018 03 31     0.00      44.96     39.74
                            TALLADEGA 10 NNE AL      2018 03 01     0.41      44.78     41.36
                            TALLADEGA 10 NNE AL      2018 03 02     0.00      42.80     38.66
                            TALLADEGA 10 NNE AL      2018 03 03     0.00      43.70     37.58
                            TALLADEGA 10 NNE AL      2018 03 04     0.00      44.24     37.94
                            TALLADEGA 10 NNE AL      2018 03 05     0.04      43.34     39.56
                            TALLADEGA 10 NNE AL      2018 03 06     0.84      43.88     41.18
                            TALLADEGA 10 NNE AL      2018 03 07     0.00      41.18     38.12
                            TALLADEGA 10 NNE AL      2018 03 08     0.00      41.36     37.04
                            TALLADEGA 10 NNE AL      2018 03 09     0.00      43.34     36.68
                            TALLADEGA 10 NNE AL      2018 03 10     0.29      44.24     38.66
                            TALLADEGA 10 NNE AL      2018 03 11     0.65      42.44     40.82
                            TALLADEGA 10 NNE AL      2018 03 12     0.00      41.72     38.12
                            TALLADEGA 10 NNE AL      2018 03 13     0.00      42.26     37.40
                            TALLADEGA 10 NNE AL      2018 03 14     0.00      41.36     37.22
                            TALLADEGA 10 NNE AL      2018 03 15     0.00      44.24     36.68
                            TALLADEGA 10 NNE AL      2018 03 16     0.00      44.06     38.12
                            TALLADEGA 10 NNE AL      2018 03 17     0.15      45.68     41.72
                            TALLADEGA 10 NNE AL      2018 03 18     0.00      45.50     41.18
                            TALLADEGA 10 NNE AL      2018 03 19     0.75      45.50     42.44
                            TALLADEGA 10 NNE AL      2018 03 20     0.00      42.80     39.56
                            TALLADEGA 10 NNE AL      2018 03 21     0.00      41.72     38.48
                            TALLADEGA 10 NNE AL      2018 03 22     0.00      42.80     37.40
                            TALLADEGA 10 NNE AL      2018 03 23     0.09      43.16     37.94
                            TALLADEGA 10 NNE AL      2018 03 24     0.00      45.86     39.92
                            TALLADEGA 10 NNE AL      2018 03 25     0.00      45.68     41.18
                            TALLADEGA 10 NNE AL      2018 03 26     0.00      41.54     40.28
                            TALLADEGA 10 NNE AL      2018 03 27     0.00      44.42     40.28
                            TALLADEGA 10 NNE AL      2018 03 28     0.00      46.22     41.36
                            TALLADEGA 10 NNE AL      2018 03 29     0.97      45.32     42.62
                            TALLADEGA 10 NNE AL      2018 03 30     0.00      43.34     39.56
                            TALLADEGA 10 NNE AL      2018 03 31     0.00      45.14     38.48
                                 BAY MINETTE AL      2018 03 01     0.00      46.58     44.06
                                 BAY MINETTE AL      2018 03 02     0.00      46.76     41.36
                                 BAY MINETTE AL      2018 03 03     0.00      44.96     39.56
                                 BAY MINETTE AL      2018 03 04     0.00      45.32     39.56
                                 BAY MINETTE AL      2018 03 05     0.00      45.50     39.74
                                 BAY MINETTE AL      2018 03 06     0.05      45.50     42.26
                                 BAY MINETTE AL      2018 03 07     0.28      44.24     40.46
                                 BAY MINETTE AL      2018 03 08     0.00      42.80     38.48
                                 BAY MINETTE AL      2018 03 09     0.00      43.16     38.48
                                 BAY MINETTE AL      2018 03 10     0.00      43.88     40.64
                                 BAY MINETTE AL      2018 03 11     0.00      45.14     41.72
                                 BAY MINETTE AL      2018 03 12     0.50      44.60     40.10
                                 BAY MINETTE AL      2018 03 13     0.00      42.98     38.84
                                 BAY MINETTE AL      2018 03 14     0.00      42.80     38.66
                                 BAY MINETTE AL      2018 03 15     0.00      43.70     38.48
                                 BAY MINETTE AL      2018 03 16     0.00      44.24     40.28
                                 BAY MINETTE AL      2018 03 17     0.50      44.42     40.46
                                 BAY MINETTE AL      2018 03 18     0.08      45.86     43.88
                                 BAY MINETTE AL      2018 03 19     0.25      44.96     43.88
                                 BAY MINETTE AL      2018 03 20     0.00      46.04     42.44
                                 BAY MINETTE AL      2018 03 21     0.00      44.24     39.92
                                 BAY MINETTE AL      2018 03 22     0.00      44.24     39.20
                                 BAY MINETTE AL      2018 03 23     0.00      44.24     39.92
                                 BAY MINETTE AL      2018 03 24     0.00      44.96     41.72
                                 BAY MINETTE AL      2018 03 25     0.00      45.50     41.72
                                 BAY MINETTE AL      2018 03 26     0.00      46.04     43.52
                                 BAY MINETTE AL      2018 03 27     0.00      44.24     41.72
                                 BAY MINETTE AL      2018 03 28     0.00      44.78     41.72
                                 BAY MINETTE AL      2018 03 29     0.00      45.68     43.34
                                 BAY MINETTE AL      2018 03 30     1.50      46.04     42.44
                                 BAY MINETTE AL      2018 03 31     0.00      45.50     42.44
                                GADSDEN 19 N AL      2018 03 01     0.49      43.52     40.46
                                GADSDEN 19 N AL      2018 03 02     0.00      42.08     38.66
                                GADSDEN 19 N AL      2018 03 03     0.00      42.80     37.58
                                GADSDEN 19 N AL      2018 03 04     0.00      43.70     37.58
                                GADSDEN 19 N AL      2018 03 05     0.04      41.54     39.56
                                GADSDEN 19 N AL      2018 03 06     0.17      43.16     40.82
                                GADSDEN 19 N AL      2018 03 07     0.00      40.82     38.12
                                GADSDEN 19 N AL      2018 03 08     0.00      39.92     36.86
                                GADSDEN 19 N AL      2018 03 09     0.00      42.62     36.32
                                GADSDEN 19 N AL      2018 03 10     0.95      42.98     39.38
                                GADSDEN 19 N AL      2018 03 11     1.16      42.08     39.92
                                GADSDEN 19 N AL      2018 03 12     0.00      41.00     38.12
                                GADSDEN 19 N AL      2018 03 13     0.00      41.18     37.04
                                GADSDEN 19 N AL      2018 03 14     0.00      40.46     37.22
                                GADSDEN 19 N AL      2018 03 15     0.00      43.52     37.58
                                GADSDEN 19 N AL      2018 03 16     0.00      43.70     39.02
                                GADSDEN 19 N AL      2018 03 17     0.25      45.14     41.90
                                GADSDEN 19 N AL      2018 03 18     0.13      44.24     40.64
                                GADSDEN 19 N AL      2018 03 19     1.11      43.52     41.72
                                GADSDEN 19 N AL      2018 03 20     0.09      42.08     38.48
                                GADSDEN 19 N AL      2018 03 21     0.00      40.82     38.12
                                GADSDEN 19 N AL      2018 03 22     0.00      41.90     37.40
                                GADSDEN 19 N AL      2018 03 23     0.00      42.62     38.12
                                GADSDEN 19 N AL      2018 03 24     0.06      44.42     40.28
                                GADSDEN 19 N AL      2018 03 25     0.64      42.98     40.64
                                GADSDEN 19 N AL      2018 03 26     0.00      40.82     39.74
                                GADSDEN 19 N AL      2018 03 27     0.00      43.16     39.74
                                GADSDEN 19 N AL      2018 03 28     0.00      45.50     40.82
                                GADSDEN 19 N AL      2018 03 29     0.95      44.96     42.08
                                GADSDEN 19 N AL      2018 03 30     0.00      42.62     39.02
                                GADSDEN 19 N AL      2018 03 31     0.00      43.88     38.66
                                SELMA 13 WNW AL      2018 03 01     0.04      46.04     41.54
                                SELMA 13 WNW AL      2018 03 02     0.00      43.52     39.02
                                SELMA 13 WNW AL      2018 03 03     0.00      44.42     37.76
                                SELMA 13 WNW AL      2018 03 04     0.00      44.78     38.12
                                SELMA 13 WNW AL      2018 03 05     0.05      44.96     41.18
                                SELMA 13 WNW AL      2018 03 06     0.94      44.06     40.28
                                SELMA 13 WNW AL      2018 03 07     0.00      41.54     38.48
                                SELMA 13 WNW AL      2018 03 08     0.00      41.72     37.22
                                SELMA 13 WNW AL      2018 03 09     0.00      43.52     36.86
                                SELMA 13 WNW AL      2018 03 10     0.01      45.32     39.38
                                SELMA 13 WNW AL      2018 03 11     2.90      43.52     41.00
                                SELMA 13 WNW AL      2018 03 12     0.00      42.26     39.20
                                SELMA 13 WNW AL      2018 03 13     0.00      42.44     37.94
                                SELMA 13 WNW AL      2018 03 14     0.00      42.26     37.40
                                SELMA 13 WNW AL      2018 03 15     0.00      44.24     36.86
                                SELMA 13 WNW AL      2018 03 16     0.00      43.70     38.48
                                SELMA 13 WNW AL      2018 03 17     0.00      46.76     43.16
                                SELMA 13 WNW AL      2018 03 18     0.24      44.60     42.44
                                SELMA 13 WNW AL      2018 03 19     0.00      46.22     43.34
                                SELMA 13 WNW AL      2018 03 20     0.00      44.42     39.92
                                SELMA 13 WNW AL      2018 03 21     0.00      42.80     38.66
                                SELMA 13 WNW AL      2018 03 22     0.00      43.34     37.58
                                SELMA 13 WNW AL      2018 03 23     0.00      44.78     38.84
                                SELMA 13 WNW AL      2018 03 24     0.00      46.04     41.36
                                SELMA 13 WNW AL      2018 03 25     0.00      46.40     42.44
                                SELMA 13 WNW AL      2018 03 26     0.00      42.44     41.18
                                SELMA 13 WNW AL      2018 03 28     0.00      46.04     42.80
                                SELMA 13 WNW AL      2018 03 29     1.10      45.86     42.80
                                SELMA 13 WNW AL      2018 03 30     0.00      43.70     39.92
                                SELMA 13 WNW AL      2018 03 31     0.00      44.78     38.66
                        MARION JUNCTION 2 NE AL      2018 03 01     0.01      46.40     42.26
                        MARION JUNCTION 2 NE AL      2018 03 02     0.06      46.40     41.90
                        MARION JUNCTION 2 NE AL      2018 03 03     0.00      43.70     39.92
                        MARION JUNCTION 2 NE AL      2018 03 04     0.00      44.96     38.30
                        MARION JUNCTION 2 NE AL      2018 03 05     0.03      44.96     38.30
                        MARION JUNCTION 2 NE AL      2018 03 06     0.82      45.32     41.18
                        MARION JUNCTION 2 NE AL      2018 03 07     0.02      44.24     39.38
                        MARION JUNCTION 2 NE AL      2018 03 08     0.00      41.90     37.58
                        MARION JUNCTION 2 NE AL      2018 03 09     0.00      42.08     37.04
                        MARION JUNCTION 2 NE AL      2018 03 10     0.00      43.70     37.94
                        MARION JUNCTION 2 NE AL      2018 03 11     1.87      45.50     40.28
                        MARION JUNCTION 2 NE AL      2018 03 12     0.41      43.88     39.20
                        MARION JUNCTION 2 NE AL      2018 03 13     0.00      42.44     37.76
                        MARION JUNCTION 2 NE AL      2018 03 14     0.00      42.62     37.76
                        MARION JUNCTION 2 NE AL      2018 03 15     0.00      42.62     37.04
                        MARION JUNCTION 2 NE AL      2018 03 16     0.00      44.60     37.94
                        MARION JUNCTION 2 NE AL      2018 03 17     0.01      43.88     39.38
                        MARION JUNCTION 2 NE AL      2018 03 18     0.00      47.12     42.80
                        MARION JUNCTION 2 NE AL      2018 03 19     0.19      44.78     43.34
                        MARION JUNCTION 2 NE AL      2018 03 20     0.01      46.58     41.36
                        MARION JUNCTION 2 NE AL      2018 03 21     0.00      42.98     38.84
                        MARION JUNCTION 2 NE AL      2018 03 22     0.00      41.90     37.58
                        MARION JUNCTION 2 NE AL      2018 03 23     0.00      43.70     38.66
                        MARION JUNCTION 2 NE AL      2018 03 24     0.00      45.32     39.92
                        MARION JUNCTION 2 NE AL      2018 03 25     0.00      46.40     42.08
                        MARION JUNCTION 2 NE AL      2018 03 26     0.00      46.94     41.54
                        MARION JUNCTION 2 NE AL      2018 03 27     0.00      42.26     41.00
                        MARION JUNCTION 2 NE AL      2018 03 28     0.00      44.42     41.18
                        MARION JUNCTION 2 NE AL      2018 03 29     0.00      46.40     43.34
                        MARION JUNCTION 2 NE AL      2018 03 30     0.98      45.68     41.54
                        MARION JUNCTION 2 NE AL      2018 03 31     0.00      44.06     39.02
                           VALLEY HEAD 1 SSW AL      2018 03 01     0.60      43.52     40.64
                           VALLEY HEAD 1 SSW AL      2018 03 02     0.00      42.08     38.12
                           VALLEY HEAD 1 SSW AL      2018 03 03     0.00      42.80     37.04
                           VALLEY HEAD 1 SSW AL      2018 03 04     0.00      43.88     37.94
                           VALLEY HEAD 1 SSW AL      2018 03 05     0.02      42.26     38.66
                           VALLEY HEAD 1 SSW AL      2018 03 06     0.15      43.70     38.48
                           VALLEY HEAD 1 SSW AL      2018 03 07     0.00      39.92     38.12
                           VALLEY HEAD 1 SSW AL      2018 03 08     0.00      40.10     36.50
                           VALLEY HEAD 1 SSW AL      2018 03 09     0.00      42.44     35.96
                           VALLEY HEAD 1 SSW AL      2018 03 10     0.69      42.26     37.76
                           VALLEY HEAD 1 SSW AL      2018 03 11     0.66      42.26     40.28
                           VALLEY HEAD 1 SSW AL      2018 03 12     0.00      40.82     38.12
                           VALLEY HEAD 1 SSW AL      2018 03 13     0.00      41.36     36.68
                           VALLEY HEAD 1 SSW AL      2018 03 14     0.00      40.64     36.68
                           VALLEY HEAD 1 SSW AL      2018 03 15     0.00      43.70     36.32
                           VALLEY HEAD 1 SSW AL      2018 03 16     0.00      44.24     37.94
                           VALLEY HEAD 1 SSW AL      2018 03 17     0.08      45.32     40.82
                           VALLEY HEAD 1 SSW AL      2018 03 18     0.03      44.24     39.56
                           VALLEY HEAD 1 SSW AL      2018 03 19     0.11      42.98     41.54
                           VALLEY HEAD 1 SSW AL      2018 03 20     0.02      42.08     38.48
                           VALLEY HEAD 1 SSW AL      2018 03 21     0.00      40.82     37.22
                           VALLEY HEAD 1 SSW AL      2018 03 22     0.00      41.90     36.32
                           VALLEY HEAD 1 SSW AL      2018 03 23     0.00      43.52     37.40
                           VALLEY HEAD 1 SSW AL      2018 03 24     0.09      43.88     40.82
                           VALLEY HEAD 1 SSW AL      2018 03 25     0.00      42.62     40.82
                           VALLEY HEAD 1 SSW AL      2018 03 26     0.00      41.00     39.92
                           VALLEY HEAD 1 SSW AL      2018 03 27     0.00      42.98     39.92
                           VALLEY HEAD 1 SSW AL      2018 03 28     0.00      45.68     41.18
                           VALLEY HEAD 1 SSW AL      2018 03 29     0.91      45.14     42.08
                           VALLEY HEAD 1 SSW AL      2018 03 30     0.00      42.44     38.48
                           VALLEY HEAD 1 SSW AL      2018 03 31     0.00      44.06     37.76
                                CULLMAN NAHS AL      2018 03 01     0.95      44.42     41.18
                                CULLMAN NAHS AL      2018 03 02     0.31      42.44     39.02
                                CULLMAN NAHS AL      2018 03 06     0.28      42.44     40.46
                                CULLMAN NAHS AL      2018 03 07     0.00      43.16     37.94
                                CULLMAN NAHS AL      2018 03 08     0.00      39.74     36.32
                                CULLMAN NAHS AL      2018 03 09     0.00      40.28     35.78
                                CULLMAN NAHS AL      2018 03 10     0.00      42.80     37.04
                                CULLMAN NAHS AL      2018 03 11     2.05      41.90     41.18
                                CULLMAN NAHS AL      2018 03 12     0.10      42.26     37.94
                                CULLMAN NAHS AL      2018 03 13     0.00      40.82     36.50
                                CULLMAN NAHS AL      2018 03 14     0.00      41.54     36.50
                                CULLMAN NAHS AL      2018 03 15     0.00      40.64     36.14
                                CULLMAN NAHS AL      2018 03 16     0.00      43.52     36.32
                                CULLMAN NAHS AL      2018 03 19     0.10      43.88     40.82
                                CULLMAN NAHS AL      2018 03 20     1.77      44.96     40.10
                                CULLMAN NAHS AL      2018 03 21     0.05      41.18     37.58
                                CULLMAN NAHS AL      2018 03 23     0.00      42.08     37.76
                                CULLMAN NAHS AL      2018 03 26     0.00      45.14     40.28
                                CULLMAN NAHS AL      2018 03 27     0.00      41.36     39.92
                                CULLMAN NAHS AL      2018 03 28     0.00      42.98     40.10
                                CULLMAN NAHS AL      2018 03 29     0.00      45.14     42.44
                                CULLMAN NAHS AL      2018 03 30     0.88      44.24     40.82
                   EVERGREEN MIDDLETON FIELD AL      2018 03 01     0.01      46.76     42.26
                   EVERGREEN MIDDLETON FIELD AL      2018 03 02     0.00      44.78     39.74
                   EVERGREEN MIDDLETON FIELD AL      2018 03 03     0.00      45.32     39.02
                   EVERGREEN MIDDLETON FIELD AL      2018 03 04     0.00      45.68     38.30
                   EVERGREEN MIDDLETON FIELD AL      2018 03 05     0.00      46.04     41.36
                   EVERGREEN MIDDLETON FIELD AL      2018 03 06     0.49      44.60     40.46
                   EVERGREEN MIDDLETON FIELD AL      2018 03 07     0.00      42.44     38.48
                   EVERGREEN MIDDLETON FIELD AL      2018 03 08     0.00      42.80     37.76
                   EVERGREEN MIDDLETON FIELD AL      2018 03 09     0.00      44.24     37.40
                   EVERGREEN MIDDLETON FIELD AL      2018 03 10     0.00      45.68     39.38
                   EVERGREEN MIDDLETON FIELD AL      2018 03 11     0.57      43.88     42.08
                   EVERGREEN MIDDLETON FIELD AL      2018 03 12     0.00      42.62     39.02
                   EVERGREEN MIDDLETON FIELD AL      2018 03 13     0.00      43.34     38.12
                   EVERGREEN MIDDLETON FIELD AL      2018 03 14     0.00      43.34     37.94
                   EVERGREEN MIDDLETON FIELD AL      2018 03 15     0.00      44.78     37.04
                   EVERGREEN MIDDLETON FIELD AL      2018 03 16     0.20      44.24     38.66
                   EVERGREEN MIDDLETON FIELD AL      2018 03 17     0.00      46.94     42.80
                   EVERGREEN MIDDLETON FIELD AL      2018 03 18     0.80      46.22     43.88
                   EVERGREEN MIDDLETON FIELD AL      2018 03 19     0.01      46.94     43.88
                   EVERGREEN MIDDLETON FIELD AL      2018 03 20     0.00      44.60     41.00
                   EVERGREEN MIDDLETON FIELD AL      2018 03 21     0.00      43.70     39.20
                   EVERGREEN MIDDLETON FIELD AL      2018 03 22     0.00      43.88     38.30
                   EVERGREEN MIDDLETON FIELD AL      2018 03 23     0.00      45.50     38.66
                   EVERGREEN MIDDLETON FIELD AL      2018 03 24     0.00      46.40     40.82
                   EVERGREEN MIDDLETON FIELD AL      2018 03 25     0.00      47.12     43.88
                   EVERGREEN MIDDLETON FIELD AL      2018 03 26     0.01      44.42     41.72
                   EVERGREEN MIDDLETON FIELD AL      2018 03 27     0.00      46.04     41.54
                   EVERGREEN MIDDLETON FIELD AL      2018 03 28     0.00      46.58     41.54
                   EVERGREEN MIDDLETON FIELD AL      2018 03 29     1.29      46.76     43.16
                   EVERGREEN MIDDLETON FIELD AL      2018 03 30     0.00      44.60     40.64
                   EVERGREEN MIDDLETON FIELD AL      2018 03 31     0.00      45.86     39.38
                             COURTLAND 2 WSW AL      2018 03 01     0.39      43.16     40.64
                             COURTLAND 2 WSW AL      2018 03 02     0.00      42.26     38.48
                             COURTLAND 2 WSW AL      2018 03 03     0.00      42.98     37.76
                             COURTLAND 2 WSW AL      2018 03 04     0.00      44.06     37.76
                             COURTLAND 2 WSW AL      2018 03 05     0.10      42.98     40.28
                             COURTLAND 2 WSW AL      2018 03 06     0.00      43.52     40.28
                             COURTLAND 2 WSW AL      2018 03 07     0.00      40.28     37.22
                             COURTLAND 2 WSW AL      2018 03 08     0.00      40.46     37.22
                             COURTLAND 2 WSW AL      2018 03 09     0.00      43.34     36.68
                             COURTLAND 2 WSW AL      2018 03 10     0.39      42.80     40.10
                             COURTLAND 2 WSW AL      2018 03 11     0.52      42.62     39.02
                             COURTLAND 2 WSW AL      2018 03 12     0.00      41.36     38.30
                             COURTLAND 2 WSW AL      2018 03 13     0.00      41.72     37.22
                             COURTLAND 2 WSW AL      2018 03 14     0.00      41.00     37.04
                             COURTLAND 2 WSW AL      2018 03 15     0.00      44.24     37.40
                             COURTLAND 2 WSW AL      2018 03 16     0.00      44.24     39.20
                             COURTLAND 2 WSW AL      2018 03 17     0.04      46.22     41.54
                             COURTLAND 2 WSW AL      2018 03 18     0.06      42.80     40.64
                             COURTLAND 2 WSW AL      2018 03 19     0.24      44.78     41.18
                             COURTLAND 2 WSW AL      2018 03 20     0.00      41.54     38.66
                             COURTLAND 2 WSW AL      2018 03 21     0.00      41.36     37.94
